title,company,location,experience,salary,posted,skills,description,url,relevance,match_reason,status,scanned_at
Playwright Automation Engineer,Tata Consultancy Services,Mumbai(Borivali),5-10 Yrs,Not disclosed,1 week ago,"Typescript, Javascript, Automation Testing, Playwright Automation, Python, Software testing, Automation, Automation engineering","Playwright Automation Engineer Typescript, Javascript, Automation Testing, Playwright Automation, Python, Software testing, Automation, Automation engineering",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-mumbai-5-to-10-years-080426035634,32,"Core match: automation, java, python, playwright",pending,2026-04-21 17:06
Playwright Automation Engineer,Tata Consultancy Services,"Bengaluru, Hyderabad, Chennai",6-8 Yrs,Not disclosed,3 weeks ago,"Automation Testing, Playwright Automation, Java, Selenium, Automation engineering, Software testing, Automation","Playwright Automation Engineer Automation Testing, Playwright Automation, Java, Selenium, Automation engineering, Software testing, Automation",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-6-to-8-years-190326029397,32,"Core match: selenium, automation, java, playwright",pending,2026-04-21 17:06
Automation Engineer- Playwright,Tata Consultancy Services,Bengaluru,4-8 Yrs,Not disclosed,1 week ago,"Typescript, API Testing, Javascript, Automation Testing, Playwright Automation, Software testing, API, Automation","Automation Engineer- Playwright Typescript, API Testing, Javascript, Automation Testing, Playwright Automation, Software testing, API, Automation",https://www.naukri.com/job-listings-automation-engineer-playwright-tata-consultancy-services-bengaluru-4-to-8-years-130426005896,32,"Core match: automation, java, playwright, api testing",pending,2026-04-21 17:06
Playwright Automation Engineer (JS\/TS),Testometer,Pune,4-8 Yrs,Not disclosed,3+ weeks ago,"python, hmi, plc, automation testing, scada, javascript, electricals, programmable logic controller","Playwright Automation Engineer (JS\/TS) python, hmi, plc, automation testing, scada, javascript, electricals, programmable logic controller",https://www.naukri.com/job-listings-playwright-automation-engineer-js-ts-testometer-pune-4-to-8-years-190226505543,32,"Core match: automation, java, python, playwright",pending,2026-04-21 17:06
Automation Engineer ( Playwright with JavaScript),Algoshack Technologies,Bengaluru,4-6 Yrs,Not disclosed,3+ weeks ago,"Framework design, Version control, GIT, Test scripts, Test execution, Javascript, Performance testing, Agile","Automation Engineer ( Playwright with JavaScript) Framework design, Version control, GIT, Test scripts, Test execution, Javascript, Performance testing, Agile",https://www.naukri.com/job-listings-automation-engineer-playwright-with-javascript-algoshack-technologies-bengaluru-4-to-6-years-180226503121,32,"Core match: automation, java, playwright | Bonus: performance, agile",pending,2026-04-21 17:06
"Quality Assurance Engineer, Alexa Global Quality",Amazon,Bengaluru,4-9 Yrs,Not disclosed,1 week ago,"Product management, Automation testing, Manual testing, Coding, Debugging, Test execution, Quality assurance engineering, Selenium","Quality Assurance Engineer, Alexa Global Quality Product management, Automation testing, Manual testing, Coding, Debugging, Test execution, Quality assurance engineering, Selenium",https://www.naukri.com/job-listings-quality-assurance-engineer-alexa-global-quality-amazon-development-centre-india-pvt-ltd-bengaluru-4-to-9-years-090426503373,31,"Core match: selenium, automation | Preferred company",pending,2026-04-21 17:06
Lead Automation Tester,Leading Client,Bengaluru,8-13 Yrs,Not disclosed,6 days ago,"automation, css, python, sap, test automation, software design, cms, it consulting","Lead Automation Tester automation, css, python, sap, test automation, software design, cms, it consulting",https://www.naukri.com/job-listings-lead-automation-tester-pradeepit-global-consulting-pvt-ltd-bengaluru-8-to-13-years-150426919004,31,"Core match: automation, python | Preferred company",pending,2026-04-21 17:06
Walk-in || SDET Engineer - 5+ years experience,Wipro,,,11-13 Lacs PA,Few hours ago,"Manual And Automation Testing, Java, OOPS, SDET, Devops, Manual testing, Software testing, Manual","Walk-in || SDET Engineer - 5+ years experience Manual And Automation Testing, Java, OOPS, SDET, Devops, Manual testing, Software testing, Manual",https://www.naukri.com/job-listings-sdet-engineer-5-years-experience-experis-bengaluru-5-to-7-years-230226014826,28,"Core match: automation, java, sdet | Bonus: devops",pending,2026-04-21 17:06
Automation Test Engineer,Mindstech,Kolkata,6-10 Yrs,Not disclosed,1 day ago,"Ci Cd Pipeline, Automation Testing, Selenium, Software Development Life Cycle, Java, Bug Life Cycle, Software Testing Life Cycle, Agile","Automation Test Engineer Ci Cd Pipeline, Automation Testing, Selenium, Software Development Life Cycle, Java, Bug Life Cycle, Software Testing Life Cycle, Agile",https://www.naukri.com/job-listings-automation-test-engineer-mindstech-kolkata-6-to-10-years-200426003238,28,"Core match: selenium, automation, java | Bonus: agile",pending,2026-04-21 17:06
Test Automation Engineer,Accenture,Bengaluru,2-7 Yrs,Not disclosed,5 days ago,"automation, continuous integration, python, test automation, performance testing, deployment tools, programming languages, java","Test Automation Engineer automation, continuous integration, python, test automation, performance testing, deployment tools, programming languages, java",https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-150426928752,28,"Core match: automation, java, python | Bonus: performance",pending,2026-04-21 17:06
Automation Test Engineer,Atos,Hybrid - Bengaluru,6-9 Yrs,Not disclosed,6 days ago,"Api Automation, Alm, Rest Assured, Servicenow, Java Selenium, API, Rest, Java","Automation Test Engineer Api Automation, Alm, Rest Assured, Servicenow, Java Selenium, API, Rest, Java",https://www.naukri.com/job-listings-automation-test-engineer-atos-bengaluru-6-to-9-years-140426927927,28,"Core match: selenium, automation, java | Bonus: rest assured",pending,2026-04-21 17:06
Principal QA Architect,KR Mroads India,Hyderabad,11-16 Yrs,Not disclosed,5 days ago,"software testing, regression testing, automation testing, cucumber, manual testing, selenium webdriver, database testing, java","Principal QA Architect software testing, regression testing, automation testing, cucumber, manual testing, selenium webdriver, database testing, java",https://www.naukri.com/job-listings-principal-qa-architect-mroads-hyderabad-11-to-16-years-160426501140,28,"Core match: selenium, automation, java | Bonus: cucumber",pending,2026-04-21 17:06
Walk-in || Playwright Automation Engineer-5+ years,Wipro,,,12-15 Lacs PA,Few hours ago,"Agile Methodology, Playwright, Automation Engineering, SDLC, Playwright Automation, Javascript, Automation, Engineering","Walk-in || Playwright Automation Engineer-5+ years Agile Methodology, Playwright, Automation Engineering, SDLC, Playwright Automation, Javascript, Automation, Engineering",https://www.naukri.com/job-listings-playwright-automation-engineer-5-years-experis-bengaluru-5-to-10-years-230226014157,28,"Core match: automation, java, playwright | Bonus: agile",pending,2026-04-21 17:06
"SQA Automation Engineer-Playwright,BrowserStack,JavaScript/TypeScript",Algoshack Technologies,"Bengaluru, Hyderabad",6-11 Yrs,Not disclosed,3+ weeks ago,"Automation, SQA, DOM, Web technologies, Testing tools, Javascript, Agile, Continuous improvement","SQA Automation Engineer-Playwright,BrowserStack,JavaScript/TypeScript Automation, SQA, DOM, Web technologies, Testing tools, Javascript, Agile, Continuous improvement",https://www.naukri.com/job-listings-sqa-automation-engineer-playwright-browserstack-javascript-typescript-algoshack-technologies-hyderabad-bengaluru-6-to-11-years-091225502726,28,"Core match: automation, java, playwright | Bonus: agile",pending,2026-04-21 17:06
Lead Salesforce QA Automation,Boeing,Bengaluru,11-16 Yrs,Not disclosed,6 days ago,"salesforce, rest, regression testing, manual testing, ai, service cloud, apex, qa","Lead Salesforce QA Automation salesforce, rest, regression testing, manual testing, ai, service cloud, apex, qa",https://www.naukri.com/job-listings-lead-salesforce-qa-automation-boeing-india-private-limited-limited-bengaluru-11-to-16-years-150426921366,27,Core match: automation | Bonus: salesforce | Preferred company,pending,2026-04-21 17:06
Walk-in || SDET Automation Tester / Lead -WALK-IN Drive in Hyderabad,Tata Consultancy Services,,,Not disclosed,2 days ago,"SDET Automation, katalon, Selenium, SDLC, STLC, Parasoft, Software testing, SDET","Walk-in || SDET Automation Tester / Lead -WALK-IN Drive in Hyderabad SDET Automation, katalon, Selenium, SDLC, STLC, Parasoft, Software testing, SDET",https://www.naukri.com/job-listings-sdet-automation-tester-lead-walk-in-drive-in-hyderabad-tata-consultancy-services-hyderabad-5-to-10-years-190426002617,24,"Core match: selenium, automation, sdet",pending,2026-04-21 17:06
Automation Test Engineer,CONFIDENTIAL,"Hybrid - Bengaluru, Hyderabad, Chennai",3-8 Yrs,7-17 Lacs PA,Today,"Java Selenium, Java, Bug Tracking Tool, Programming, Database Testing, Version Control, Automation Framework Development, Mobile Automation Testing","Automation Test Engineer Java Selenium, Java, Bug Tracking Tool, Programming, Database Testing, Version Control, Automation Framework Development, Mobile Automation Testing",https://www.naukri.com/job-listings-automation-test-engineer-integel-institute-of-technology-tamil-nadu-hyderabad-chennai-bengaluru-3-to-8-years-210426000071,24,"Core match: selenium, automation, java",pending,2026-04-21 17:06
Ai Test Automation Engineer,IBM,Bengaluru,2-5 Yrs,Not disclosed,Today,"ai, rest, python, bdd, data analytics, data analysis, data management, test automation","Ai Test Automation Engineer ai, rest, python, bdd, data analytics, data analysis, data management, test automation",https://www.naukri.com/job-listings-ai-test-automation-engineer-ibm-india-pvt-limited-bengaluru-2-to-5-years-210426911930,24,"Core match: automation, python, bdd",pending,2026-04-21 17:06
Automation Test Engineer,Black and white Business Solution,"Hybrid - Bengaluru, Pune, Hyderabad",4-6 Yrs,10-12 Lacs PA,1 day ago,"Java, Cobol, Selenium, Software testing, Automation testing, Automation","Automation Test Engineer Java, Cobol, Selenium, Software testing, Automation testing, Automation",https://www.naukri.com/job-listings-automation-test-engineer-black-and-white-business-solutions-hyderabad-pune-bengaluru-4-to-6-years-200426001488,24,"Core match: selenium, automation, java",pending,2026-04-21 17:06
Automation Test Engineer,Wissen Technology,Bengaluru,5-7 Yrs,Not disclosed,6 days ago,"automation framework, continuous integration, ci/cd, test execution, api automation, automation, java, git","Automation Test Engineer automation framework, continuous integration, ci/cd, test execution, api automation, automation, java, git",https://www.naukri.com/job-listings-automation-test-engineer-wissen-technology-pvt-ltd-bengaluru-5-to-7-years-150426010408,24,"Core match: automation, java, ci/cd",pending,2026-04-21 17:06
Automation Test Engineer,Clifyx Technology,Bengaluru,5-7 Yrs,Not disclosed,1 day ago,"Computer science, Coding, Billing, Agile, Scrum, Selenium, Test cases, SDLC","Automation Test Engineer Computer science, Coding, Billing, Agile, Scrum, Selenium, Test cases, SDLC",https://www.naukri.com/job-listings-automation-test-engineer-clifyx-technology-bengaluru-5-to-7-years-200426504238,24,"Core match: selenium, automation | Bonus: agile, scrum",pending,2026-04-21 17:06
Walk-in || Tcs Direct Walkin || Automation Test Engineer|| Ahmedabad,Tata Consultancy Services,,,Not disclosed,1 day ago,"Automation Testing, Java Selenium, Selenium, Software testing, TCAE, Automation, Java, Direct","Walk-in || Tcs Direct Walkin || Automation Test Engineer|| Ahmedabad Automation Testing, Java Selenium, Selenium, Software testing, TCAE, Automation, Java, Direct",https://www.naukri.com/job-listings-tcs-direct-walkin-automation-test-engineer-ahmedabad-tata-consultancy-services-ahmedabad-4-to-9-years-200426022299,24,"Core match: selenium, automation, java",pending,2026-04-21 17:06
Automation Test Engineer,Acro Hr Solutions,Noida,3-5 Yrs,Not disclosed,1 day ago,"Java, Selenium Testing, Automation Testing, Testing Frameworks, Framework, Software testing, Automation, Selenium","Automation Test Engineer Java, Selenium Testing, Automation Testing, Testing Frameworks, Framework, Software testing, Automation, Selenium",https://www.naukri.com/job-listings-automation-test-engineer-acro-hr-solutions-noida-3-to-5-years-200426015259,24,"Core match: selenium, automation, java",pending,2026-04-21 17:06
SDET Automation Testing- Virtual drive,Tata Consultancy Services,"Bengaluru, Hyderabad",3-7 Yrs,Not disclosed,1 day ago,"Selenium, Manual Testing, SDET Automation Testing, SDLC, STLC, SDET, Manual, Automation testing","SDET Automation Testing- Virtual drive Selenium, Manual Testing, SDET Automation Testing, SDLC, STLC, SDET, Manual, Automation testing",https://www.naukri.com/job-listings-sdet-automation-testing-virtual-drive-tata-consultancy-services-hyderabad-bengaluru-3-to-7-years-200426000886,24,"Core match: selenium, automation, sdet",pending,2026-04-21 17:06
SDET Automation Test Engineer,Planview,Bengaluru,6-8 Yrs,Not disclosed,4 days ago,"C#, Playwright, .Net, SDET, Software testing, Automation, Automation testing","SDET Automation Test Engineer C#, Playwright, .Net, SDET, Software testing, Automation, Automation testing",https://www.naukri.com/job-listings-sdet-automation-test-engineer-planview-bengaluru-6-to-8-years-170426012288,24,"Core match: automation, playwright, sdet",pending,2026-04-21 17:06
QA Lead Automation & Quality Engineering,Float Group,Hyderabad,6-11 Yrs,Not disclosed,3+ weeks ago,"Automation, Architecture, Coding, Performance testing, Agile, Healthcare, Selenium, Apache","QA Lead Automation & Quality Engineering Automation, Architecture, Coding, Performance testing, Agile, Healthcare, Selenium, Apache",https://www.naukri.com/job-listings-qa-lead-automation-quality-engineering-float-group-hyderabad-6-to-11-years-260226503843,24,"Core match: selenium, automation | Bonus: performance, agile",pending,2026-04-21 17:06
Automation Engineer (JavaScript / Playwright),Akkodis,Gurugram,6-11 Yrs,Not disclosed,3 weeks ago,"Api Automation, Javascript, Ui Automation, Playwright Automation, API, Automation engineering, UI, Automation","Automation Engineer (JavaScript / Playwright) Api Automation, Javascript, Ui Automation, Playwright Automation, API, Automation engineering, UI, Automation",https://www.naukri.com/job-listings-automation-engineer-javascript-playwright-akkodis-gurugram-6-to-11-years-250326014860,24,"Core match: automation, java, playwright",pending,2026-04-21 17:06
Automation Engineer - Playwright,Rarr Technologies,Bengaluru,6-9 Yrs,Not disclosed,3+ weeks ago,"github, GIT, Test scripts, Debugging, Test execution, Javascript, ui automation, Troubleshooting","Automation Engineer - Playwright github, GIT, Test scripts, Debugging, Test execution, Javascript, ui automation, Troubleshooting",https://www.naukri.com/job-listings-automation-engineer-playwright-rarr-technologies-bengaluru-6-to-9-years-121225501596,24,"Core match: automation, java, playwright",pending,2026-04-21 17:06
Automation Engineer- Playwright,Tata Consultancy Services,"Kolkata, Pune, Bhubaneswar",6-10 Yrs,Not disclosed,3+ weeks ago,"Typescript, Playwright, Javascript, Automation Testing, Software testing, Automation, Automation engineering","Automation Engineer- Playwright Typescript, Playwright, Javascript, Automation Testing, Software testing, Automation, Automation engineering",https://www.naukri.com/job-listings-automation-engineer-playwright-tata-consultancy-services-bhubaneswar-kolkata-pune-6-to-10-years-170326008824,24,"Core match: automation, java, playwright",pending,2026-04-21 17:06
Automation Playwright engineer,Grid Dynamics,Hyderabad,5-10 Yrs,Not disclosed,1 week ago,"Automation, Automation testing, Front end, GCP, e2e testing, Cloud, Selenium, Medical insurance","Automation Playwright engineer Automation, Automation testing, Front end, GCP, e2e testing, Cloud, Selenium, Medical insurance",https://www.naukri.com/job-listings-automation-playwright-engineer-grid-dynamics-hyderabad-5-to-10-years-090426501909,24,"Core match: selenium, automation, playwright",pending,2026-04-21 17:06
Automation Engineer,Mobifly,"Delhi / NCR, Gurugram",4-7 Yrs,6.5-16.5 Lacs PA,1 week ago,"Playwright Automation, Automation, Automation Testing, Automation Engineering, Python, Engineering, Software testing","Automation Engineer Playwright Automation, Automation, Automation Testing, Automation Engineering, Python, Engineering, Software testing",https://www.naukri.com/job-listings-automation-engineer-mobifly-gurugram-delhi-ncr-4-to-7-years-140426023100,24,"Core match: automation, python, playwright",pending,2026-04-21 17:06
Test Automation Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,1 day ago,"automation, continuous integration, python, software development, test automation, automation testing, investment banking, accounting","Test Automation Engineer automation, continuous integration, python, software development, test automation, automation testing, investment banking, accounting",https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-200426905361,20,"Core match: automation, python | Bonus: banking",pending,2026-04-21 17:06
Quality Assurance Engineer,apexanalytix,Gurugram,4-5 Yrs,Not disclosed,3+ weeks ago,"Automation, Manual testing, Manager Quality Assurance, Performance testing, Windows, Selenium, Information technology, SDLC","Quality Assurance Engineer Automation, Manual testing, Manager Quality Assurance, Performance testing, Windows, Selenium, Information technology, SDLC",https://www.naukri.com/job-listings-quality-assurance-engineer-apexanalytix-gurugram-4-to-5-years-010825506150,20,"Core match: selenium, automation | Bonus: performance",pending,2026-04-21 17:06
Automation Tester,IBS Software Services,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",5-8 Yrs,Not disclosed,3+ weeks ago,"automation framework, Web services, Test scripts, Analytical, Debugging, Agile, Selenium, Continuous improvement","Automation Tester automation framework, Web services, Test scripts, Analytical, Debugging, Agile, Selenium, Continuous improvement",https://www.naukri.com/job-listings-automation-tester-ibs-software-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-090824501304,20,"Core match: selenium, automation | Bonus: agile",pending,2026-04-21 17:06
QA Automation Lead,Persistent,Pune,8-11 Yrs,Not disclosed,3 weeks ago,"automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives","QA Automation Lead automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives",https://www.naukri.com/job-listings-qa-automation-lead-persistent-systems-limited-pune-8-to-11-years-161024023081,20,"Core match: automation, ci/cd | Bonus: cucumber",pending,2026-04-21 17:06
QA Automation Lead,Persistent,Hyderabad,8-11 Yrs,Not disclosed,1 week ago,"automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives","QA Automation Lead automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives",https://www.naukri.com/job-listings-qa-automation-lead-persistent-systems-limited-hyderabad-8-to-11-years-171024011724,20,"Core match: automation, ci/cd | Bonus: cucumber",pending,2026-04-21 17:06
QA Automation Lead,Persistent,Bengaluru,8-11 Yrs,Not disclosed,1 week ago,"automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives","QA Automation Lead automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives",https://www.naukri.com/job-listings-qa-automation-lead-persistent-systems-limited-bengaluru-8-to-11-years-171024011638,20,"Core match: automation, ci/cd | Bonus: cucumber",pending,2026-04-21 17:06
Playwright Automation Engineer,Tata Consultancy Services,Bengaluru,8-12 Yrs,Not disclosed,3+ weeks ago,"Playwright, Agile, Playwright Automation, Automation engineering, Automation","Playwright Automation Engineer Playwright, Agile, Playwright Automation, Automation engineering, Automation",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-bengaluru-8-to-12-years-240326006838,20,"Core match: automation, playwright | Bonus: agile",pending,2026-04-21 17:06
Playwright Automation Engineer,Tata Consultancy Services,Hyderabad,8-12 Yrs,Not disclosed,3+ weeks ago,"Playwright, Agile, Playwright Automation, Automation engineering, Automation","Playwright Automation Engineer Playwright, Agile, Playwright Automation, Automation engineering, Automation",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-hyderabad-8-to-12-years-230326017467,20,"Core match: automation, playwright | Bonus: agile",pending,2026-04-21 17:06
Software Development Engineer in Test,Dtcc,"Hybrid - Hyderabad, Chennai",4-9 Yrs,Not disclosed,1 day ago,"software development, rest, python, alm, software testing, automation testing, ai, user stories","Software Development Engineer in Test software development, rest, python, alm, software testing, automation testing, ai, user stories",https://www.naukri.com/job-listings-software-development-engineer-in-test-dtcc-hyderabad-chennai-4-to-9-years-200426910912,16,"Core match: automation, python",pending,2026-04-21 17:06
Software Development Engineer in Test (SDET),Applause,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",5-10 Yrs,Not disclosed,1 day ago,"automation framework, Software testing, QA, Training, Automation testing, Managed services, Test scripts, Programming","Software Development Engineer in Test (SDET) automation framework, Software testing, QA, Training, Automation testing, Managed services, Test scripts, Programming",https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-applause-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-200426504687,16,"Core match: automation, sdet",pending,2026-04-21 17:06
Java Script Test Automation Engineer,Epam Systems,"Hybrid - Bengaluru, Hyderabad, Chennai",6-10 Yrs,Not disclosed,2 weeks ago,"Typescript, Cypress, Javascript, Webdriverio, Java, Software testing, Automation testing, Automation","Java Script Test Automation Engineer Typescript, Cypress, Javascript, Webdriverio, Java, Software testing, Automation testing, Automation",https://www.naukri.com/job-listings-java-script-test-automation-engineer-epam-systems-hyderabad-chennai-bengaluru-6-to-10-years-150126033409,16,"Core match: automation, java",pending,2026-04-21 17:06
Automation Test Engineer - SDET,Wipro,Hyderabad,6-11 Yrs,Not disclosed,Just now,"SDET, Automation testing, Software testing, Automation","Automation Test Engineer - SDET SDET, Automation testing, Software testing, Automation",https://www.naukri.com/job-listings-automation-test-engineer-sdet-wipro-limited-hyderabad-6-to-11-years-210426036129,16,"Core match: automation, sdet",pending,2026-04-21 17:06
Sdet Engineer,Shell Infotech,Hyderabad,4-9 Yrs,6-11 Lacs PA,1 week ago,"Adb Commands, Github, Programming, Automation Testing, Framework, STLC, Automation, Command","Sdet Engineer Adb Commands, Github, Programming, Automation Testing, Framework, STLC, Automation, Command",https://www.naukri.com/job-listings-sdet-engineer-shell-infotech-hyderabad-4-to-9-years-140426020188,16,"Core match: automation, sdet",pending,2026-04-21 17:06
"QA Automation Lead Emerging Technologies, Blockchain, IoT, AI & SDLC",Synechron,"Pune, Hinjewadi",5-10 Yrs,Not disclosed,1 week ago,"Sdlc, Java, Automation, Azure, Coaching, Blockchain, Ai, Iot","QA Automation Lead Emerging Technologies, Blockchain, IoT, AI & SDLC Sdlc, Java, Automation, Azure, Coaching, Blockchain, Ai, Iot",https://www.naukri.com/job-listings-qa-automation-lead-emerging-technologies-blockchain-iot-ai-sdlc-synechron-technologies-pvt-ltd-pune-hinjewadi-5-to-10-years-080426920536,16,"Core match: automation, java",pending,2026-04-21 17:06
Test Automation Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,5 days ago,"automation, continuous integration, oracle, test automation, deployment tools, version control, sql, spring boot","Test Automation Engineer automation, continuous integration, oracle, test automation, deployment tools, version control, sql, spring boot",https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-160426927977,8,Core match: automation,pending,2026-04-21 17:06
Automated Test Engineer,Xerox Business Solutions Southeast,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",5-10 Yrs,Not disclosed,1 day ago,"Automation, Business Analyst, Defect tracking, Analytical, System integration, Test scenarios, JDBC, Troubleshooting","Automated Test Engineer Automation, Business Analyst, Defect tracking, Analytical, System integration, Test scenarios, JDBC, Troubleshooting",https://www.naukri.com/job-listings-automated-test-engineer-xerox-business-solutions-southeast-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-200426504898,8,Core match: automation,pending,2026-04-21 17:06
Software Development Engineer in Test,Dtcc,Hyderabad,4-9 Yrs,Not disclosed,1 day ago,"software development, rest, project management, test automation, prototyping, user stories, sql, qa","Software Development Engineer in Test software development, rest, project management, test automation, prototyping, user stories, sql, qa",https://www.naukri.com/job-listings-software-development-engineer-in-test-dtcc-hyderabad-4-to-9-years-200426910909,8,Core match: automation,pending,2026-04-21 17:06
QA Automation - Lead,Iris Software,Noida,4-8 Yrs,Not disclosed,3+ weeks ago,"qa, mlops, software testing, test automation, sprint, manual testing, quality engineer, sql","QA Automation - Lead qa, mlops, software testing, test automation, sprint, manual testing, quality engineer, sql",https://www.naukri.com/job-listings-qa-automation-lead-iris-software-technologies-private-limited-noida-4-to-8-years-230326907690,8,Core match: automation,pending,2026-04-21 17:06
Quality Assurance Engineer,GE VERNOVA,Hyderabad,3-7 Yrs,Not disclosed,2 weeks ago,"Quality Assurance, kubernetes, rest, project management, confluence, test automation, qa engineer, business analyst","Quality Assurance Engineer Quality Assurance, kubernetes, rest, project management, confluence, test automation, qa engineer, business analyst",https://www.naukri.com/job-listings-quality-assurance-engineer-ge-renewable-energy-technologies-private-limited-hyderabad-3-to-7-years-010426914881,8,Core match: automation,pending,2026-04-21 17:06
QA Automation Lead,Aclat Technologies,Bengaluru,3-8 Yrs,Not disclosed,3+ weeks ago,"automation framework, rest, web services, Test scripts, maven, testing, User acceptance testing, mobile commerce","QA Automation Lead automation framework, rest, web services, Test scripts, maven, testing, User acceptance testing, mobile commerce",https://www.naukri.com/job-listings-qa-automation-lead-aclat-technologies-private-limited-bengaluru-3-to-8-years-030918500019,8,Core match: automation,pending,2026-04-21 17:06
QE Lead,Aumni Techworks,Pune,8-12 Yrs,Not disclosed,3+ weeks ago,"cd, continuous integration, rest, functional, automation testing, medical insurance, uat, mentoring","QE Lead cd, continuous integration, rest, functional, automation testing, medical insurance, uat, mentoring",https://www.naukri.com/job-listings-qe-lead-aumni-techworks-pune-8-to-12-years-191225503947,8,Core match: automation,pending,2026-04-21 17:06
Quality Assurance Engineer,GE VERNOVA,Hyderabad,3-8 Yrs,Not disclosed,2 weeks ago,"Quality Assurance, kubernetes, rest, project management, confluence, qa engineer, docker, qa","Quality Assurance Engineer Quality Assurance, kubernetes, rest, project management, confluence, qa engineer, docker, qa",https://www.naukri.com/job-listings-quality-assurance-engineer-ge-renewable-energy-technologies-private-limited-hyderabad-3-to-8-years-010426911290,0,,pending,2026-04-21 17:06
